Date,LBMA_Gold_USD
1993-05-20,374.925
1993-05-21,373.65
1993-05-24,379.625
1993-05-25,375.925
1993-05-26,375.875
1993-05-27,375.875
1993-05-28,379.225
1993-06-01,377.8
1993-06-02,368.625
1993-06-03,372.54999999999995
1993-06-04,377.55
1993-06-07,374.125
1993-06-08,374.5
1993-06-09,371.04999999999995
1993-06-10,370.20000000000005
1993-06-11,370.275
1993-06-14,364.65
1993-06-15,365.175
1993-06-16,369.0
1993-06-17,369.42499999999995
1993-06-18,370.775
1993-06-21,370.05
1993-06-22,368.95000000000005
1993-06-23,367.05
1993-06-24,374.0
1993-06-25,375.35
1993-06-28,376.725
1993-06-29,375.3
1993-06-30,378.725
1993-07-01,378.425
1993-07-02,389.05
1993-07-05,387.425
1993-07-06,389.825
1993-07-07,396.525
1993-07-08,396.79999999999995
1993-07-09,391.25
1993-07-12,393.9
1993-07-13,391.42499999999995
1993-07-14,395.04999999999995
1993-07-15,392.25
1993-07-16,392.825
1993-07-19,393.8
1993-07-20,391.8
1993-07-21,392.0
1993-07-22,389.075
1993-07-23,391.95000000000005
1993-07-26,390.75
1993-07-27,392.975
1993-07-28,392.475
1993-07-29,394.15
1993-07-30,402.725
1993-08-02,406.15
1993-08-03,404.35
1993-08-04,401.65
1993-08-05,392.1
1993-08-06,380.65
1993-08-09,382.1
1993-08-10,381.275
1993-08-11,378.675
1993-08-12,375.82500000000005
1993-08-13,369.025
1993-08-16,373.05
1993-08-17,372.05
1993-08-18,373.275
1993-08-19,373.525
1993-08-20,371.8
1993-08-23,373.35
1993-08-24,373.2
1993-08-25,371.45
1993-08-26,371.425
1993-08-27,369.65
1993-08-31,371.07500000000005
1993-09-01,370.425
1993-09-02,369.225
1993-09-03,363.25
1993-09-06,364.225
1993-09-07,358.875
1993-09-08,352.0
1993-09-09,352.32500000000005
1993-09-10,353.75
1993-09-13,346.225
1993-09-14,342.875
1993-09-15,346.625
1993-09-16,351.575
1993-09-17,352.07500000000005
1993-09-20,353.75
1993-09-21,354.525
1993-09-22,354.7
1993-09-23,355.375
1993-09-24,357.5
1993-09-27,356.95
1993-09-28,355.0
1993-09-29,353.875
1993-09-30,354.075
1993-10-01,353.95
1993-10-04,353.625
1993-10-05,353.875
1993-10-06,354.875
1993-10-07,357.1
1993-10-08,358.175
1993-10-11,360.975
1993-10-12,360.1
1993-10-13,366.5
1993-10-14,366.575
1993-10-15,364.975
1993-10-18,365.1
1993-10-19,367.625
1993-10-20,372.05
1993-10-21,373.025
1993-10-22,369.275
1993-10-25,371.5
1993-10-26,368.375
1993-10-27,370.075
1993-10-28,368.82500000000005
1993-10-29,369.35
1993-11-01,365.6
1993-11-02,362.75
1993-11-03,363.275
1993-11-04,370.55
1993-11-05,376.075
1993-11-08,376.775
1993-11-09,376.175
1993-11-10,375.2
1993-11-11,376.95
1993-11-12,376.75
1993-11-15,374.29999999999995
1993-11-16,375.125
1993-11-17,372.75
1993-11-18,375.5
1993-11-19,376.625
1993-11-22,378.275
1993-11-23,377.82500000000005
1993-11-24,376.225
1993-11-25,377.35
1993-11-26,376.57500000000005
1993-11-29,373.92499999999995
1993-11-30,370.85
1993-12-01,371.6
1993-12-02,374.575
1993-12-03,374.75
1993-12-06,376.575
1993-12-07,375.625
1993-12-08,379.725
1993-12-09,382.5
1993-12-10,382.3
1993-12-13,386.9
1993-12-14,387.3
1993-12-15,385.75
1993-12-16,386.3
1993-12-17,386.15
1993-12-20,389.75
1993-12-21,388.075
1993-12-22,386.025
1993-12-23,385.35
1993-12-24,
1993-12-29,385.875
1993-12-30,391.625
1993-12-31,
1994-01-04,394.55
1994-01-05,394.625
1994-01-06,388.125
1994-01-07,390.6
1994-01-10,382.95
1994-01-11,384.9
1994-01-12,386.45000000000005
1994-01-13,386.75
1994-01-14,389.8
1994-01-17,392.45000000000005
1994-01-18,392.525
1994-01-19,392.2
1994-01-20,392.1
1994-01-21,386.925
1994-01-24,380.15
1994-01-25,382.45
1994-01-26,382.0
1994-01-27,384.05
1994-01-28,378.2
1994-01-31,378.04999999999995
1994-02-01,381.875
1994-02-02,384.825
1994-02-03,384.825
1994-02-04,388.075
1994-02-07,383.725
1994-02-08,380.5
1994-02-09,380.5
1994-02-10,382.35
1994-02-11,381.475
1994-02-14,382.575
1994-02-15,384.75
1994-02-16,383.55
1994-02-17,384.625
1994-02-18,381.0
1994-02-21,379.875
1994-02-22,378.75
1994-02-23,376.625
1994-02-24,376.35
1994-02-25,378.275
1994-02-28,381.15
1994-03-01,381.20000000000005
1994-03-02,376.7
1994-03-03,377.7
1994-03-04,375.79999999999995
1994-03-07,377.25
1994-03-08,375.775
1994-03-09,375.775
1994-03-10,379.775
1994-03-11,386.875
1994-03-14,386.4
1994-03-15,386.675
1994-03-16,385.4
1994-03-17,383.2
1994-03-18,386.225
1994-03-21,386.625
1994-03-22,388.04999999999995
1994-03-23,388.325
1994-03-24,390.35
1994-03-25,391.55
1994-03-28,390.075
1994-03-29,387.35
1994-03-30,386.95
1994-03-31,389.45
1994-04-05,386.075
1994-04-06,384.5
1994-04-07,384.625
1994-04-08,385.15
1994-04-11,383.325
1994-04-12,378.2
1994-04-13,378.85
1994-04-14,378.1
1994-04-15,376.6
1994-04-18,377.725
1994-04-19,374.525
1994-04-20,371.875
1994-04-21,373.525
1994-04-22,371.25
1994-04-25,371.625
1994-04-26,374.225
1994-04-27,374.3
1994-04-28,373.275
1994-04-29,376.45
1994-05-03,375.4
1994-05-04,374.825
1994-05-05,374.5
1994-05-06,373.1
1994-05-09,381.2
1994-05-10,380.9
1994-05-11,379.5
1994-05-12,380.7
1994-05-13,381.54999999999995
1994-05-16,379.975
1994-05-17,382.55
1994-05-18,379.625
1994-05-19,383.15
1994-05-20,382.35
1994-05-23,386.6
1994-05-24,388.05
1994-05-25,386.85
1994-05-26,385.4
1994-05-27,384.4
1994-05-31,386.925
1994-06-01,386.775
1994-06-02,383.425
1994-06-03,382.85
1994-06-06,379.325
1994-06-07,380.5
1994-06-08,381.67499999999995
1994-06-09,382.375
1994-06-10,383.175
1994-06-13,382.55
1994-06-14,383.65
1994-06-15,383.8
1994-06-16,386.975
1994-06-17,386.8
1994-06-20,390.15
1994-06-21,390.125
1994-06-22,392.775
1994-06-23,389.25
1994-06-24,390.29999999999995
1994-06-27,389.75
1994-06-28,386.225
1994-06-29,385.65
1994-06-30,386.825
1994-07-01,385.70000000000005
1994-07-04,386.95000000000005
1994-07-05,387.55
1994-07-06,385.625
1994-07-07,383.45
1994-07-08,383.275
1994-07-11,385.075
1994-07-12,386.025
1994-07-13,384.75
1994-07-14,384.1
1994-07-15,384.875
1994-07-18,386.45
1994-07-19,384.45
1994-07-20,386.92499999999995
1994-07-21,385.65
1994-07-22,384.05
1994-07-25,384.925
1994-07-26,386.025
1994-07-27,387.775
1994-07-28,387.225
1994-07-29,384.025
1994-08-01,383.925
1994-08-02,381.875
1994-08-03,378.525
1994-08-04,377.5
1994-08-05,378.45000000000005
1994-08-08,377.65
1994-08-09,378.025
1994-08-10,378.3
1994-08-11,377.15
1994-08-12,377.95
1994-08-15,376.525
1994-08-16,376.45000000000005
1994-08-17,377.5
1994-08-18,379.25
1994-08-19,381.425
1994-08-22,382.1
1994-08-23,381.3
1994-08-24,383.25
1994-08-25,383.35
1994-08-26,383.3
1994-08-30,386.375
1994-08-31,386.0
1994-09-01,386.0
1994-09-02,386.9
1994-09-05,386.9
1994-09-06,387.70000000000005
1994-09-07,389.04999999999995
1994-09-08,391.25
1994-09-09,390.125
1994-09-12,391.3
1994-09-13,390.025
1994-09-14,390.35
1994-09-15,387.9
1994-09-16,389.125
1994-09-19,390.025
1994-09-20,393.075
1994-09-21,394.85
1994-09-22,393.825
1994-09-23,396.1
1994-09-26,395.6
1994-09-27,394.975
1994-09-28,396.875
1994-09-29,395.1
1994-09-30,395.1
1994-10-03,393.29999999999995
1994-10-04,393.275
1994-10-05,392.92499999999995
1994-10-06,391.95
1994-10-07,392.425
1994-10-10,391.575
1994-10-11,388.54999999999995
1994-10-12,388.04999999999995
1994-10-13,388.05
1994-10-14,387.275
1994-10-17,388.975
1994-10-18,389.875
1994-10-19,390.05
1994-10-20,391.05
1994-10-21,391.29999999999995
1994-10-24,389.25
1994-10-25,389.4
1994-10-26,388.85
1994-10-27,389.525
1994-10-28,388.04999999999995
1994-10-31,385.625
1994-11-01,383.975
1994-11-02,383.85
1994-11-03,383.85
1994-11-04,383.85
1994-11-07,382.95
1994-11-08,383.875
1994-11-09,383.975
1994-11-10,384.25
1994-11-11,385.275
1994-11-14,385.0
1994-11-15,386.575
1994-11-16,385.875
1994-11-17,386.575
1994-11-18,384.625
1994-11-21,383.5
1994-11-22,383.75
1994-11-23,384.6
1994-11-24,384.35
1994-11-25,384.70000000000005
1994-11-28,384.35
1994-11-29,383.45
1994-11-30,383.225
1994-12-01,380.65
1994-12-02,378.975
1994-12-05,376.95000000000005
1994-12-06,376.15
1994-12-07,377.0
1994-12-08,376.325
1994-12-09,376.3
1994-12-12,377.0
1994-12-13,378.9
1994-12-14,379.425
1994-12-15,379.65
1994-12-16,380.025
1994-12-19,379.1
1994-12-20,381.25
1994-12-21,382.275
1994-12-22,381.525
1994-12-23,
1994-12-28,381.775
1994-12-29,383.2
1994-12-30,
1995-01-03,381.15
1995-01-04,376.925
1995-01-05,375.15
1995-01-06,375.54999999999995
1995-01-09,372.42499999999995
1995-01-10,374.1
1995-01-11,375.3
1995-01-12,379.05
1995-01-13,379.20000000000005
1995-01-16,377.5
1995-01-17,378.85
1995-01-18,382.3
1995-01-19,382.5
1995-01-20,383.425
1995-01-23,383.725
1995-01-24,381.4
1995-01-25,381.575
1995-01-26,380.925
1995-01-27,379.2
1995-01-30,375.9
1995-01-31,375.375
1995-02-01,376.25
1995-02-02,375.575
1995-02-03,376.0
1995-02-06,374.875
1995-02-07,374.85
1995-02-08,374.70000000000005
1995-02-09,376.225
1995-02-10,376.4
1995-02-13,375.05
1995-02-14,376.0
1995-02-15,376.75
1995-02-16,376.425
1995-02-17,377.4
1995-02-20,379.25
1995-02-21,378.825
1995-02-22,379.1
1995-02-23,379.25
1995-02-24,378.675
1995-02-27,376.20000000000005
1995-02-28,376.04999999999995
1995-03-01,376.0
1995-03-02,374.6
1995-03-03,376.8
1995-03-06,377.725
1995-03-07,380.5
1995-03-08,381.55
1995-03-09,380.95
1995-03-10,382.45
1995-03-13,384.125
1995-03-14,384.95
1995-03-15,386.375
1995-03-16,384.42499999999995
1995-03-17,382.7
1995-03-20,382.325
1995-03-21,382.75
1995-03-22,381.825
1995-03-23,383.275
1995-03-24,382.675
1995-03-27,382.25
1995-03-28,382.025
1995-03-29,383.0
1995-03-30,382.75
1995-03-31,389.275
1995-04-03,392.275
1995-04-04,391.825
1995-04-05,392.275
1995-04-06,393.575
1995-04-07,392.55
1995-04-10,390.1
1995-04-11,389.55
1995-04-12,389.925
1995-04-13,389.54999999999995
1995-04-18,393.475
1995-04-19,396.25
1995-04-20,393.32500000000005
1995-04-21,390.35
1995-04-24,390.85
1995-04-25,389.975
1995-04-26,389.375
1995-04-27,386.475
1995-04-28,389.625
1995-05-01,386.85
1995-05-02,388.45000000000005
1995-05-03,388.75
1995-05-04,390.20000000000005
1995-05-05,391.175
1995-05-09,389.0
1995-05-10,383.29999999999995
1995-05-11,383.375
1995-05-12,384.35
1995-05-15,383.825
1995-05-16,383.975
1995-05-17,383.15
1995-05-18,383.025
1995-05-19,382.8
1995-05-22,381.95000000000005
1995-05-23,381.925
1995-05-24,383.0
1995-05-25,384.775
1995-05-26,385.65
1995-05-30,385.925
1995-05-31,384.275
1995-06-01,383.35
1995-06-02,384.375
1995-06-05,383.325
1995-06-06,384.2
1995-06-07,385.275
1995-06-08,385.5
1995-06-09,386.4
1995-06-12,387.55
1995-06-13,387.25
1995-06-14,387.275
1995-06-15,388.25
1995-06-16,391.3
1995-06-19,390.5
1995-06-20,390.675
1995-06-21,390.7
1995-06-22,389.725
1995-06-23,389.29999999999995
1995-06-26,389.15
1995-06-27,389.375
1995-06-28,388.775
1995-06-29,387.375
1995-06-30,387.32500000000005
1995-07-03,384.425
1995-07-04,384.7
1995-07-05,384.425
1995-07-06,384.29999999999995
1995-07-07,385.275
1995-07-10,385.775
1995-07-11,384.85
1995-07-12,386.275
1995-07-13,389.25
1995-07-14,388.29999999999995
1995-07-17,388.29999999999995
1995-07-18,389.45000000000005
1995-07-19,389.85
1995-07-20,387.35
1995-07-21,385.9
1995-07-24,386.54999999999995
1995-07-25,386.67499999999995
1995-07-26,385.9
1995-07-27,385.9
1995-07-28,383.1
1995-07-31,383.35
1995-08-01,382.3
1995-08-02,382.65
1995-08-03,383.375
1995-08-04,384.175
1995-08-07,383.925
1995-08-08,384.425
1995-08-09,384.45
1995-08-10,384.05
1995-08-11,383.725
1995-08-14,383.5
1995-08-15,385.425
1995-08-16,383.05
1995-08-17,383.675
1995-08-18,384.675
1995-08-21,385.125
1995-08-22,383.8
1995-08-23,383.1
1995-08-24,383.55
1995-08-25,382.85
1995-08-29,383.125
1995-08-30,381.775
1995-08-31,382.0
1995-09-01,381.65
1995-09-04,379.775
1995-09-05,379.4
1995-09-06,379.525
1995-09-07,381.0
1995-09-08,382.725
1995-09-11,382.0
1995-09-12,383.0
1995-09-13,385.15
1995-09-14,384.9
1995-09-15,385.125
1995-09-18,385.17499999999995
1995-09-19,385.25
1995-09-20,384.75
1995-09-21,383.17499999999995
1995-09-22,383.375
1995-09-25,382.475
1995-09-26,383.525
1995-09-27,383.475
1995-09-28,383.525
1995-09-29,383.875
1995-10-02,383.175
1995-10-03,382.225
1995-10-04,382.55
1995-10-05,383.3
1995-10-06,382.775
1995-10-09,384.575
1995-10-10,384.9
1995-10-11,384.6
1995-10-12,384.525
1995-10-13,383.9
1995-10-16,383.925
1995-10-17,383.6
1995-10-18,383.7
1995-10-19,382.575
1995-10-20,381.8
1995-10-23,382.55
1995-10-24,382.525
1995-10-25,382.525
1995-10-26,382.79999999999995
1995-10-27,382.57500000000005
1995-10-30,382.1
1995-10-31,382.525
1995-11-01,382.225
1995-11-02,382.125
1995-11-03,382.675
1995-11-06,382.35
1995-11-07,383.55
1995-11-08,384.75
1995-11-09,384.7
1995-11-10,388.025
1995-11-13,388.95000000000005
1995-11-14,385.975
1995-11-15,385.45000000000005
1995-11-16,384.92499999999995
1995-11-17,386.475
1995-11-20,386.425
1995-11-21,386.55
1995-11-22,384.82500000000005
1995-11-23,382.675
1995-11-24,383.475
1995-11-27,384.9
1995-11-28,388.1
1995-11-29,388.725
1995-11-30,387.82500000000005
1995-12-01,386.67499999999995
1995-12-04,386.075
1995-12-05,386.425
1995-12-06,388.0
1995-12-07,388.1
1995-12-08,389.07500000000005
1995-12-11,389.65
1995-12-12,388.625
1995-12-13,387.85
1995-12-14,385.7
1995-12-15,386.025
1995-12-18,387.1
1995-12-19,388.05
1995-12-20,387.35
1995-12-21,388.225
1995-12-22,
1995-12-27,387.20000000000005
1995-12-28,386.925
1995-12-29,
1996-01-02,388.125
1996-01-03,391.95
1996-01-04,393.925
1996-01-05,396.15
1996-01-08,396.3
1996-01-09,395.1
1996-01-10,398.375
1996-01-11,399.2
1996-01-12,397.975
1996-01-15,395.275
1996-01-16,397.70000000000005
1996-01-17,398.29999999999995
1996-01-18,397.5
1996-01-19,397.95000000000005
1996-01-22,402.0
1996-01-23,403.15
1996-01-24,402.75
1996-01-25,404.975
1996-01-26,406.95
1996-01-29,404.975
1996-01-30,406.625
1996-01-31,404.375
1996-02-01,407.85
1996-02-02,415.375
1996-02-05,415.025
1996-02-06,412.25
1996-02-07,414.475
1996-02-08,407.42499999999995
1996-02-09,408.15
1996-02-12,404.875
1996-02-13,403.1
1996-02-14,403.5
1996-02-15,404.57500000000005
1996-02-16,403.95000000000005
1996-02-19,405.625
1996-02-20,403.79999999999995
1996-02-21,397.65
1996-02-22,399.5
1996-02-23,398.0
1996-02-26,399.275
1996-02-27,399.125
1996-02-28,397.625
1996-02-29,400.5
1996-03-01,399.32500000000005
1996-03-04,396.17499999999995
1996-03-05,393.25
1996-03-06,393.6
1996-03-07,394.04999999999995
1996-03-08,395.82500000000005
1996-03-11,396.175
1996-03-12,396.125
1996-03-13,396.95
1996-03-14,395.8
1996-03-15,395.65
1996-03-18,394.725
1996-03-19,395.07500000000005
1996-03-20,394.79999999999995
1996-03-21,395.55
1996-03-22,397.5
1996-03-25,397.95
1996-03-26,399.67499999999995
1996-03-27,400.175
1996-03-28,398.65
1996-03-29,396.525
1996-04-01,394.6
1996-04-02,394.35
1996-04-03,394.225
1996-04-04,394.025
1996-04-09,396.95000000000005
1996-04-10,394.55
1996-04-11,394.725
1996-04-12,394.975
1996-04-15,393.475
1996-04-16,393.5
1996-04-17,391.25
1996-04-18,390.9
1996-04-19,390.4
1996-04-22,390.85
1996-04-23,391.6
1996-04-24,390.95000000000005
1996-04-25,391.82500000000005
1996-04-26,392.5
1996-04-29,390.8
1996-04-30,390.725
1996-05-01,391.65
1996-05-02,392.6
1996-05-03,394.0
1996-05-07,393.725
1996-05-08,394.225
1996-05-09,392.95
1996-05-10,393.0
1996-05-13,391.125
1996-05-14,390.975
1996-05-15,392.025
1996-05-16,391.95
1996-05-17,392.225
1996-05-20,391.25
1996-05-21,391.1
1996-05-22,390.9
1996-05-23,391.375
1996-05-24,390.75
1996-05-28,392.075
1996-05-29,391.325
1996-05-30,391.425
1996-05-31,390.55
1996-06-03,390.75
1996-06-04,390.025
1996-06-05,387.79999999999995
1996-06-06,385.275
1996-06-07,386.225
1996-06-10,385.6
1996-06-11,385.15
1996-06-12,384.65
1996-06-13,384.75
1996-06-14,383.65
1996-06-17,384.775
1996-06-18,384.875
1996-06-19,386.15
1996-06-20,384.35
1996-06-21,383.7
1996-06-24,383.95
1996-06-25,384.975
1996-06-26,383.9
1996-06-27,382.975
1996-06-28,381.65
1996-07-01,381.07500000000005
1996-07-02,381.85
1996-07-03,382.225
1996-07-04,380.95
1996-07-05,381.25
1996-07-08,382.1
1996-07-09,381.95
1996-07-10,383.2
1996-07-11,382.6
1996-07-12,383.8
1996-07-15,383.15
1996-07-16,384.45
1996-07-17,383.525
1996-07-18,383.925
1996-07-19,384.425
1996-07-22,384.675
1996-07-23,385.15
1996-07-24,384.4
1996-07-25,384.925
1996-07-26,385.04999999999995
1996-07-29,384.775
1996-07-30,384.85
1996-07-31,385.4
1996-08-01,386.45
1996-08-02,386.75
1996-08-05,388.85
1996-08-06,388.675
1996-08-07,388.125
1996-08-08,387.675
1996-08-09,387.95
1996-08-12,387.17499999999995
1996-08-13,387.65
1996-08-14,386.92499999999995
1996-08-15,386.25
1996-08-16,386.2
1996-08-19,386.325
1996-08-20,387.1
1996-08-21,387.125
1996-08-22,386.95
1996-08-23,387.5
1996-08-27,388.9
1996-08-28,388.575
1996-08-29,388.025
1996-08-30,386.85
1996-09-02,386.725
1996-09-03,386.9
1996-09-04,385.775
1996-09-05,386.0
1996-09-06,385.5
1996-09-09,384.8
1996-09-10,382.775
1996-09-11,383.325
1996-09-12,382.15
1996-09-13,382.65
1996-09-16,382.725
1996-09-17,383.375
1996-09-18,382.95
1996-09-19,382.925
1996-09-20,382.125
1996-09-23,381.1
1996-09-24,381.95000000000005
1996-09-25,382.825
1996-09-26,381.25
1996-09-27,380.5
1996-09-30,379.15
1996-10-01,377.85
1996-10-02,379.75
1996-10-03,379.175
1996-10-04,380.45
1996-10-07,379.85
1996-10-08,380.925
1996-10-09,381.125
1996-10-10,381.675
1996-10-11,381.3
1996-10-14,380.975
1996-10-15,381.0
1996-10-16,381.15
1996-10-17,380.57500000000005
1996-10-18,379.8
1996-10-21,380.5
1996-10-22,382.875
1996-10-23,383.725
1996-10-24,383.35
1996-10-25,382.375
1996-10-28,382.85
1996-10-29,382.025
1996-10-30,380.0
1996-10-31,379.4
1996-11-01,377.4
1996-11-04,378.67499999999995
1996-11-05,379.275
1996-11-06,377.95
1996-11-07,378.25
1996-11-08,378.25
1996-11-11,380.125
1996-11-12,381.75
1996-11-13,383.05
1996-11-14,382.825
1996-11-15,379.55
1996-11-18,379.4
1996-11-19,378.25
1996-11-20,378.85
1996-11-21,377.75
1996-11-22,376.95
1996-11-25,375.25
1996-11-26,374.0
1996-11-27,373.475
1996-11-28,372.42499999999995
1996-11-29,371.6
1996-12-02,370.625
1996-12-03,368.2
1996-12-04,370.65
1996-12-05,368.65
1996-12-06,371.625
1996-12-09,368.75
1996-12-10,368.525
1996-12-11,368.925
1996-12-12,368.6
1996-12-13,369.025
1996-12-16,368.425
1996-12-17,368.25
1996-12-18,368.85
1996-12-19,369.3
1996-12-20,369.1
1996-12-23,368.725
1996-12-24,
1996-12-27,369.475
1996-12-30,369.425
1996-12-31,
1997-01-02,367.175
1997-01-03,364.15
1997-01-06,358.875
1997-01-07,358.325
1997-01-08,356.20000000000005
1997-01-09,355.5
1997-01-10,358.4
1997-01-13,359.6
1997-01-14,357.35
1997-01-15,353.45
1997-01-16,353.525
1997-01-17,354.925
1997-01-20,353.65
1997-01-21,354.04999999999995
1997-01-22,350.65
1997-01-23,348.9
1997-01-24,352.725
1997-01-27,353.35
1997-01-28,355.475
1997-01-29,350.625
1997-01-30,349.275
1997-01-31,345.25
1997-02-03,344.025
1997-02-04,346.0
1997-02-05,343.275
1997-02-06,343.1
1997-02-07,340.325
1997-02-10,340.7
1997-02-11,339.125
1997-02-12,337.29999999999995
1997-02-13,342.825
1997-02-14,342.45
1997-02-17,343.85
1997-02-18,345.5
1997-02-19,346.175
1997-02-20,344.925
1997-02-21,352.025
1997-02-24,352.75
1997-02-25,353.275
1997-02-26,354.3
1997-02-27,358.3
1997-02-28,359.6
1997-03-03,361.975
1997-03-04,360.575
1997-03-05,355.125
1997-03-06,352.625
1997-03-07,351.0
1997-03-10,350.075
1997-03-11,352.275
1997-03-12,352.275
1997-03-13,352.17499999999995
1997-03-14,352.9
1997-03-17,351.725
1997-03-18,346.85
1997-03-19,349.025
1997-03-20,352.35
1997-03-21,352.25
1997-03-24,350.42499999999995
1997-03-25,350.25
1997-03-26,346.425
1997-03-27,348.825
1997-04-01,349.925
1997-04-02,350.875
1997-04-03,348.925
1997-04-04,347.375
1997-04-07,348.425
1997-04-08,349.1
1997-04-09,347.9
1997-04-10,347.82500000000005
1997-04-11,348.29999999999995
1997-04-14,346.7
1997-04-15,344.3
1997-04-16,340.67499999999995
1997-04-17,340.79999999999995
1997-04-18,342.05
1997-04-21,342.2
1997-04-22,341.8
1997-04-23,340.85
1997-04-24,341.025
1997-04-25,341.8
1997-04-28,340.725
1997-04-29,339.1
1997-04-30,340.29999999999995
1997-05-01,339.4
1997-05-02,339.725
1997-05-06,342.625
1997-05-07,340.875
1997-05-08,343.075
1997-05-09,345.32500000000005
1997-05-12,348.2
1997-05-13,348.1
1997-05-14,349.05
1997-05-15,347.25
1997-05-16,345.75
1997-05-19,342.025
1997-05-20,342.75
1997-05-21,342.475
1997-05-22,342.85
1997-05-23,342.1
1997-05-27,343.6
1997-05-28,343.75
1997-05-29,344.79999999999995
1997-05-30,345.675
1997-06-02,343.95
1997-06-03,343.675
1997-06-04,342.075
1997-06-05,340.75
1997-06-06,343.9
1997-06-09,344.05
1997-06-10,343.875
1997-06-11,343.75
1997-06-12,342.0
1997-06-13,341.29999999999995
1997-06-16,341.225
1997-06-17,341.775
1997-06-18,341.82500000000005
1997-06-19,340.17499999999995
1997-06-20,338.875
1997-06-23,337.475
1997-06-24,338.5
1997-06-25,338.575
1997-06-26,337.42499999999995
1997-06-27,336.925
1997-06-30,334.3
1997-07-01,333.65
1997-07-02,331.79999999999995
1997-07-03,332.425
1997-07-04,324.825
1997-07-07,318.375
1997-07-08,319.20000000000005
1997-07-09,316.525
1997-07-10,319.725
1997-07-11,320.05
1997-07-14,321.525
1997-07-15,319.375
1997-07-16,319.5
1997-07-17,319.075
1997-07-18,323.825
1997-07-21,327.125
1997-07-22,327.125
1997-07-23,324.625
1997-07-24,321.875
1997-07-25,324.3
1997-07-28,325.575
1997-07-29,327.025
1997-07-30,326.975
1997-07-31,326.175
1997-08-01,324.70000000000005
1997-08-04,323.8
1997-08-05,322.225
1997-08-06,319.1
1997-08-07,319.975
1997-08-08,322.65
1997-08-11,326.95
1997-08-12,326.875
1997-08-13,327.4
1997-08-14,326.725
1997-08-15,324.075
1997-08-18,324.32500000000005
1997-08-19,322.775
1997-08-20,322.025
1997-08-21,322.45
1997-08-22,322.9
1997-08-26,325.45
1997-08-27,325.025
1997-08-28,325.275
1997-08-29,325.375
1997-09-01,324.45
1997-09-02,323.45
1997-09-03,321.85
1997-09-04,321.75
1997-09-05,321.425
1997-09-08,321.775
1997-09-09,321.35
1997-09-10,320.9
1997-09-11,321.35
1997-09-12,323.3
1997-09-15,322.725
1997-09-16,321.4
1997-09-17,320.2
1997-09-18,320.75
1997-09-19,321.6
1997-09-22,320.975
1997-09-23,320.79999999999995
1997-09-24,322.35
1997-09-25,323.875
1997-09-26,326.04999999999995
1997-09-29,327.07500000000005
1997-09-30,330.425
1997-10-01,336.975
1997-10-02,332.55
1997-10-03,331.4
1997-10-06,333.325
1997-10-07,331.725
1997-10-08,332.25
1997-10-09,333.575
1997-10-10,328.4
1997-10-13,328.5
1997-10-14,327.925
1997-10-15,326.05
1997-10-16,327.32500000000005
1997-10-17,324.25
1997-10-20,324.075
1997-10-21,323.15
1997-10-22,322.575
1997-10-23,323.8
1997-10-24,319.275
1997-10-27,311.8
1997-10-28,313.05
1997-10-29,313.6
1997-10-30,315.375
1997-10-31,310.9
1997-11-03,313.65
1997-11-04,314.32500000000005
1997-11-05,314.05
1997-11-06,312.15
1997-11-07,310.975
1997-11-10,310.225
1997-11-11,311.625
1997-11-12,309.125
1997-11-13,308.25
1997-11-14,303.125
1997-11-17,303.375
1997-11-18,303.875
1997-11-19,306.17499999999995
1997-11-20,302.875
1997-11-21,303.65
1997-11-24,305.25
1997-11-25,301.2
1997-11-26,297.0
1997-11-27,296.075
1997-11-28,296.85
1997-12-01,293.85
1997-12-02,294.3
1997-12-03,292.05
1997-12-04,289.6
1997-12-05,287.225
1997-12-08,287.8
1997-12-09,284.375
1997-12-10,285.675
1997-12-11,285.475
1997-12-12,283.025
1997-12-15,283.4
1997-12-16,284.375
1997-12-17,286.975
1997-12-18,288.525
1997-12-19,289.075
1997-12-22,290.45
1997-12-23,292.35
1997-12-24,
1997-12-29,293.475
1997-12-30,290.54999999999995
1997-12-31,
1998-01-02,287.85
1998-01-05,285.875
1998-01-06,282.3
1998-01-07,281.85
1998-01-08,282.275
1998-01-09,280.29999999999995
1998-01-12,278.7
1998-01-13,279.275
1998-01-14,284.2
1998-01-15,281.8
1998-01-16,288.675
1998-01-19,286.5
1998-01-20,287.79999999999995
1998-01-21,291.45
1998-01-22,293.8
1998-01-23,291.225
1998-01-26,303.625
1998-01-27,299.45
1998-01-28,299.125
1998-01-29,303.375
1998-01-30,303.32500000000005
1998-02-02,301.75
1998-02-03,299.025
1998-02-04,296.67499999999995
1998-02-05,298.7
1998-02-06,300.35
1998-02-09,300.3
1998-02-10,300.125
1998-02-11,298.7
1998-02-12,299.225
1998-02-13,298.575
1998-02-16,297.95
1998-02-17,299.25
1998-02-18,297.975
1998-02-19,298.15
1998-02-20,297.525
1998-02-23,293.95
1998-02-24,291.875
1998-02-25,292.275
1998-02-26,293.0
1998-02-27,296.975
1998-03-02,299.05
1998-03-03,297.325
1998-03-04,296.375
1998-03-05,294.2
1998-03-06,294.575
1998-03-09,294.15
1998-03-10,294.35
1998-03-11,294.675
1998-03-12,293.925
1998-03-13,294.85
1998-03-16,294.17499999999995
1998-03-17,293.8
1998-03-18,289.75
1998-03-19,291.4
1998-03-20,291.75
